country_code,year,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX
GI,2009,46.0,13.0,,,,,4.25,,,,,36.24,,
GI,2010,68.0,26.0,,,,,4.54,,,,,74.28,,
GI,2012,34.0,5.0,,,,,2.85,,,,,23.96,,
GI,2013,37.0,5.0,,,,,2.91,,,,,23.66,,
GI,2014,42.0,6.0,,,,,2.31,,,,,22.47,,
GI,2017,34.0,4.0,,,,,5.95,,,,,21.36,,
GI,2022,39.0,7.0,,,,,2.43,,,,,24.02,,
GI,2023,27.0,1.0,,,,,1.57,,,,,12.03,,
GL,1995,23.0,0.0,313.0,0.0,0.0,-20.714285714285715,0.48,66.875,19511.0,,,6.87,27.585714285714285,33.3125
GL,1996,27.0,0.0,314.0,0.0,0.0,-25.0,0.59,62.0,11811.0,,,9.52,23.8,30.96
GL,1997,25.0,1.0,321.0,0.0,0.0,-20.2,2.01,63.857142857142854,19348.0,,,9.77,26.380000000000003,31.757142857142856
GL,1998,59.0,6.0,330.0,0.0,0.0,-16.0,1.61,64.625,19468.0,,,29.45,27.942857142857143,33.1625
GL,1999,10.0,0.0,320.0,0.0,0.0,-15.428571428571429,0.59,63.125,19279.0,,,4.77,27.0,32.2875
GL,2000,53.0,7.0,322.0,0.0,0.0,-13.714285714285714,1.89,65.71428571428571,19224.0,,,27.37,29.214285714285715,35.471428571428575
GL,2001,74.0,6.0,301.0,0.0,0.0,-13.5,2.87,63.857142857142854,19726.0,,,33.81,29.28333333333333,35.08571428571428
GL,2002,50.0,7.0,305.0,0.0,0.0,-25.125,2.72,68.25,18743.0,,,25.76,25.925,32.2875
GL,2003,63.0,14.0,293.0,0.0,0.0,-11.25,3.86,68.0,18823.0,,,40.19,30.6375,36.17
GL,2004,37.0,0.0,319.0,0.0,0.0,-15.75,0.83,65.0,18550.0,,,11.02,27.5875,33.85
GL,2005,19.0,1.0,313.0,0.0,0.0,-17.5,2.44,71.25,18179.0,,,8.46,28.625,35.55
GL,2006,62.0,4.0,324.0,0.0,0.0,-19.333333333333332,2.09,67.16666666666667,18661.0,,,28.46,27.166666666666668,33.61666666666667
GL,2007,78.0,4.0,314.0,0.0,0.0,-18.5,1.41,67.5,19222.0,,,30.85,25.833333333333332,32.18333333333334
GL,2008,67.0,10.0,291.0,0.0,0.0,-30.0,3.66,68.11111111111111,19233.0,,,41.41,25.9,32.77777777777778
GL,2009,62.0,5.0,336.0,0.0,0.0,-24.6,1.75,69.16666666666667,13531.0,,,29.62,29.275,35.81666666666666
GL,2010,45.0,0.0,233.0,0.0,0.0,-6.111111111111111,0.98,68.11111111111111,12490.0,,,17.24,33.5,39.27777777777778
GL,2011,27.0,1.0,231.0,0.0,0.0,-4.0,1.02,66.33333333333333,13594.0,,,9.97,30.2,35.43333333333333
GL,2012,18.0,0.0,224.0,1.0,0.0,-21.571428571428573,0.83,72.0,10701.0,,,7.43,29.599999999999998,35.41428571428572
GL,2013,32.0,2.0,,0.0,0.0,,1.35,64.0,,,,9.92,,31.6
GL,2014,27.0,0.0,252.0,0.0,0.0,-14.6,0.75,66.6,,,,10.78,27.27,33.239999999999995
GL,2015,44.0,2.0,217.0,0.0,0.0,-16.615384615384617,1.11,66.61538461538461,14983.0,,,14.99,25.615384615384617,31.53076923076923
GL,2016,25.0,0.0,306.0,0.0,0.0,-16.3,0.89,66.33333333333333,18743.0,,,9.32,28.32,33.98333333333333
GL,2017,18.0,0.0,313.0,0.0,0.0,-19.11111111111111,0.76,67.77777777777777,18799.0,,,6.28,26.177777777777777,32.3
GL,2018,35.0,2.0,232.0,0.0,0.0,-18.7,1.15,64.5,14271.0,,,12.38,26.589999999999996,32.71
GL,2019,20.0,1.0,299.0,0.0,0.0,-23.5,1.35,69.3,19694.0,,,7.75,26.02,32.74
GL,2020,29.0,2.0,295.0,0.0,0.0,-20.666666666666668,1.22,63.07692307692308,18374.0,,,11.78,25.099999999999998,30.161538461538463
GL,2021,72.0,13.0,283.0,0.0,0.0,-19.25,5.73,68.25,18524.0,,,47.12,24.425,30.425
GL,2022,60.0,3.0,314.0,0.0,0.0,-30.5,1.19,57.0,18738.0,,,20.86,16.766666666666666,22.866666666666664
GL,2023,,,315.0,0.0,0.0,-17.0,,61.666666666666664,18879.0,,,,21.333333333333332,26.733333333333334
GM,1995,72.0,2.0,88.0,78.0,1.0,6.807228915662651,1.6,90.89156626506023,5812.0,,,27.2,47.88292682926829,54.913414634146335
GM,2000,100.0,5.0,125.0,23.0,0.0,8.313253012048193,2.65,90.42168674698796,8098.0,,,38.79,49.387951807228916,56.373493975903614
GM,2001,116.0,3.0,151.0,23.0,0.0,0.0,1.56,78.0,8518.0,,,41.46,40.9,46.0
GM,2002,98.0,4.0,139.0,25.0,0.0,5.0,2.67,78.0,8205.0,,,41.57,42.4,47.9
GM,2003,69.0,2.0,149.0,46.0,0.0,2.0,1.5,88.0,8638.0,,,24.69,42.0,48.2
GM,2004,112.0,6.0,145.0,22.0,0.0,4.0,2.94,78.0,8776.0,,,43.56,40.9,46.5
GM,2005,107.0,4.0,148.0,20.0,0.0,5.0120481927710845,2.5,89.18072289156626,8686.0,,,43.52,47.563855421686746,54.90963855421687
GM,2006,88.0,5.0,134.0,39.0,0.0,-2.0,1.99,86.0,8941.0,,,36.78,42.7,48.5
GM,2007,118.0,5.0,137.0,27.0,0.0,8.0,3.06,85.0,7057.0,,,48.73,43.2,48.9
GM,2008,109.0,2.0,143.0,29.0,0.0,8.0,1.44,78.0,8466.0,,,38.19,42.5,47.8
GM,2009,112.0,3.0,137.0,18.0,0.0,-4.0,1.58,78.0,8628.0,,,43.68,41.7,47.1
GM,2010,115.0,8.0,155.0,28.0,0.0,0.0,2.13,83.0,8943.0,,,51.28,39.3,44.6
GM,2011,93.0,5.0,130.0,21.0,0.0,1.0,2.15,80.0,8660.0,,,38.7,42.9,48.7
GM,2012,114.0,5.0,137.0,29.0,0.0,-6.0,1.61,88.0,8318.0,,,42.93,41.7,47.5
GM,2013,99.0,11.0,142.0,25.0,0.0,4.0,2.46,86.0,9045.0,,,47.26,41.0,46.2
GM,2014,87.0,3.0,108.0,27.0,0.0,5.0,1.26,81.0,7707.0,,,33.09,44.5,49.7
GM,2015,104.0,1.0,127.0,37.0,0.0,17.023809523809526,2.08,95.83333333333333,7982.0,,,37.69,49.6,57.413253012048195
GM,2016,108.0,5.0,140.0,37.0,0.0,8.0,2.07,79.0,7729.0,,,43.91,43.0,48.2
GM,2017,108.0,4.0,138.0,35.0,0.0,2.0,1.6,82.0,8019.0,,,43.81,42.9,48.5
GM,2018,69.0,3.0,135.0,60.0,0.0,-2.0,1.63,85.0,7979.0,,,26.85,44.4,50.3
GM,2019,,,,,,,,,7466.0,,,,,
GM,2020,91.0,6.0,133.0,38.0,0.0,19.69047619047619,1.4,92.70238095238095,5101.0,,,36.02,50.28333333333334,58.411904761904765
GM,2021,110.0,3.0,147.0,25.0,0.0,-1.0,1.24,81.0,8142.0,,,39.32,41.9,47.4
GM,2022,91.0,4.0,127.0,43.0,0.0,11.0,2.37,88.0,7923.0,,,32.58,44.2,50.1
GM,2023,117.0,4.0,117.0,50.0,0.0,13.0,1.92,84.0,7762.0,,,45.52,44.6,50.4
GQ,1995,135.0,23.0,0.0,365.0,3.0,70.0,3.39,91.0,0.0,,,83.27,80.85,85.5
GQ,2005,122.0,16.0,0.0,365.0,10.0,69.0,6.7,94.0,0.0,,,84.41,81.6,86.7
GQ,2010,130.0,13.0,0.0,365.0,44.0,70.0,2.19,92.0,0.0,,,78.75,82.2,87.4
GQ,2015,152.0,26.0,0.0,365.0,44.0,70.0,12.1,91.0,0.0,,,115.8,82.0,87.4
GQ,2020,186.0,32.0,0.0,366.0,63.0,71.0,3.63,91.0,0.0,,,110.28,82.4,87.6
GR,1995,65.0,12.0,6.0,175.0,23.0,29.53846153846154,2.39,98.76923076923077,2268.0,,,42.64,62.207692307692305,70.4846153846154
GR,1996,82.0,15.0,10.0,171.0,24.0,28.416666666666668,2.14,99.38461538461539,2370.0,,,48.31,61.725,69.47692307692309
GR,1997,51.0,11.0,2.0,169.0,15.0,28.46153846153846,1.85,101.38461538461539,2225.0,,,32.73,61.53846153846154,69.78461538461539
GR,1998,54.0,13.0,2.0,189.0,40.0,29.043478260869566,3.27,104.04166666666667,2068.0,,,39.33,62.48260869565217,70.55833333333334
GR,1999,76.0,13.0,0.0,198.0,28.0,28.40909090909091,2.79,100.91304347826087,2285.0,,,45.26,62.76363636363636,71.27826086956522
GR,2007,59.0,10.0,,191.0,63.0,,3.33,104.5,,,,39.93,,72.35
GR,2008,58.0,12.0,,194.0,68.0,,2.24,98.0,,,,38.19,,72.45
GR,2009,83.0,17.0,,182.0,46.0,,3.84,101.0,,,,64.41,,73.0
GR,2010,65.0,19.0,,213.0,61.0,,3.93,104.0,,,,52.29,,74.5
GR,2011,48.0,7.0,,167.0,66.0,,2.13,102.0,,,,28.74,,72.5
GR,2012,60.0,10.0,,,,,1.98,,,,,37.34,,
GR,2013,65.0,5.0,,,,,1.79,,,,,35.48,,
GR,2014,80.0,22.0,,,,,2.46,,,,,60.53,,
GR,2015,52.0,10.0,,197.0,64.0,,3.54,104.0,,,,37.7,,74.3
GR,2016,65.0,12.0,0.0,201.0,44.0,33.0,2.76,98.0,,,,41.94,64.9,73.3
GR,2017,52.0,12.0,,188.0,48.0,,3.87,102.0,1785.0,,,39.38,,73.3
GR,2018,62.0,10.0,,,,,2.37,,,,,40.97,,
GR,2019,67.0,14.0,,188.0,11.0,,3.48,100.5,,,,48.24,,73.65
GY,2015,123.0,21.0,,,,,2.73,,,,,73.57,,
GY,2017,146.0,29.0,,,,,3.48,,,,,93.41,,
GY,2019,129.0,25.0,,,,,3.48,,,,,85.61,,
HO,2013,37.0,5.0,,,,,15.04,,,,,34.56,,
HO,2015,46.0,11.0,,,,,2.81,,,,,31.17,,
HO,2016,58.0,12.0,,,,,2.52,,,,,36.17,,
HO,2017,64.0,6.0,,,,,2.49,,,,,33.07,,
HO,2018,44.0,9.0,,,,,2.97,,,,,27.43,,
HO,2019,42.0,4.0,,,,,3.33,,,,,23.38,,
HR,1995,75.0,6.0,45.0,128.0,2.0,19.75,2.01,90.33333333333333,4375.0,,,38.31,54.65,61.75
HR,1996,90.0,3.0,81.0,114.0,3.0,10.153846153846153,1.33,90.84615384615384,5066.0,,,36.89,53.8,60.83846153846154
HR,1997,69.0,2.0,48.0,132.0,0.0,20.615384615384617,1.7,88.07692307692308,4858.0,,,28.48,55.00769230769231,62.53076923076924
HR,1998,67.0,8.0,56.0,131.0,9.0,16.846153846153847,2.64,96.23076923076923,4232.0,,,39.4,55.54615384615385,63.176923076923075
HR,1999,73.0,9.0,60.0,142.0,5.0,16.153846153846153,3.25,91.61538461538461,4733.0,,,39.26,55.91538461538461,63.25384615384615
HR,2000,63.0,5.0,39.0,155.0,18.0,11.923076923076923,1.24,96.61538461538461,4243.0,,,28.53,57.45384615384615,65.33076923076922
HR,2001,73.0,5.0,52.0,143.0,9.0,13.0,1.61,94.3076923076923,3564.0,,,33.16,56.0923076923077,63.58461538461539
HR,2002,85.0,8.0,38.0,141.0,9.0,15.727272727272727,1.69,94.25,4300.0,,,42.49,57.8,65.075
HR,2003,54.0,4.0,65.0,151.0,31.0,13.076923076923077,1.21,97.35714285714286,4465.0,,,24.27,56.676923076923075,64.57857142857144
HR,2004,82.0,6.0,57.0,128.0,6.0,14.538461538461538,2.46,93.64285714285714,4594.0,,,38.83,55.53846153846154,62.51428571428572
HR,2005,88.0,5.0,68.0,125.0,5.0,10.0,1.23,93.53846153846153,4621.0,,,38.95,54.42307692307692,61.79230769230769
HR,2006,65.0,1.0,55.0,138.0,15.0,14.538461538461538,1.06,93.71428571428571,4759.0,,,29.63,55.93846153846154,63.300000000000004
HR,2007,71.0,8.0,31.0,144.0,17.0,22.153846153846153,1.56,98.14285714285714,3175.0,,,35.3,57.19230769230769,64.82142857142857
HR,2008,69.0,4.0,31.0,128.0,12.0,18.307692307692307,1.3,92.6923076923077,4412.0,,,30.25,57.176923076923075,64.76153846153846
HR,2009,74.0,5.0,38.0,158.0,12.0,12.076923076923077,1.78,93.6923076923077,4167.0,,,32.08,56.861538461538466,64.4
HR,2010,91.0,8.0,62.0,123.0,12.0,15.0,2.41,94.35714285714286,4292.0,,,44.67,55.30769230769231,62.23571428571428
HR,2011,43.0,3.0,62.0,161.0,19.0,20.615384615384617,1.18,96.5,4330.0,,,20.5,57.20769230769231,65.12142857142858
HR,2012,65.0,4.0,48.0,156.0,35.0,10.307692307692308,2.14,98.0,4371.0,,,32.0,57.29230769230769,65.23571428571428
HR,2013,88.0,7.0,46.0,143.0,21.0,21.0,1.67,99.64285714285714,4344.0,,,43.01,56.70769230769231,63.93571428571429
HR,2014,94.0,11.0,21.0,145.0,7.0,15.692307692307692,2.17,90.71428571428571,3616.0,,,48.57,57.784615384615385,64.64285714285714
HR,2015,57.0,8.0,24.0,141.0,29.0,17.76923076923077,1.77,98.0,3825.0,,,32.44,57.638461538461534,65.41538461538461
HR,2016,75.0,2.0,45.0,142.0,7.0,19.615384615384617,2.14,92.6923076923077,3894.0,,,33.61,57.05384615384616,64.6
HR,2017,64.0,10.0,48.0,148.0,32.0,11.153846153846153,1.91,99.3076923076923,4347.0,,,34.98,56.94615384615384,65.06923076923077
HR,2018,74.0,7.0,46.0,164.0,20.0,12.615384615384615,1.76,92.84615384615384,4031.0,,,32.54,58.223076923076924,65.66923076923078
HR,2019,75.0,6.0,30.0,148.0,27.0,21.615384615384617,2.64,95.6923076923077,3879.0,,,37.51,58.146153846153844,65.83076923076923
HR,2020,71.0,8.0,105.0,117.0,3.0,25.166666666666668,3.17,93.54545454545455,5009.0,,,38.28,57.5,65.48181818181818
HR,2021,80.0,3.0,41.0,141.0,36.0,19.53846153846154,1.33,96.23076923076923,5580.0,,,28.54,56.93076923076923,64.79230769230769
HR,2022,72.0,5.0,,,,,1.91,,,,,31.92,,
HR,2023,82.0,9.0,,,,,1.68,,,,,44.6,,
HU,1995,82.0,5.0,89.0,140.0,11.0,6.8,2.18,93.2,4976.0,,,32.63,51.64,60.56
HU,1996,62.0,5.0,106.0,123.0,2.0,-0.4,1.27,93.0,5914.0,,,27.38,49.92,57.96
HU,1997,52.0,4.0,93.0,124.0,0.0,6.6,1.94,90.5,5585.0,,,21.8,51.08,59.76666666666667
HU,1998,67.0,3.0,82.0,124.0,7.0,7.4,2.02,95.6,4954.0,,,29.64,51.94,60.58
HU,1999,76.0,4.0,90.0,136.0,3.0,7.4,2.88,93.0,5477.0,,,32.41,51.96,59.92
HU,2000,49.0,2.0,71.0,155.0,19.0,9.6,1.09,99.0,4993.0,,,18.66,54.1,63.583333333333336
HU,2001,61.0,3.0,84.0,134.0,7.0,-1.0,1.67,96.2,4360.0,,,25.64,52.06,60.64
HU,2002,66.0,5.0,57.0,136.0,7.0,6.6,1.46,97.0,5009.0,,,28.11,53.660000000000004,62.17999999999999
HU,2003,50.0,2.0,101.0,149.0,23.0,-1.4,1.58,97.8,5393.0,,,19.74,52.02,61.17999999999999
HU,2004,75.0,4.0,84.0,121.0,5.0,7.6,2.2,93.8,5335.0,,,32.39,51.36,59.279999999999994
HU,2010,85.0,7.0,87.0,109.0,9.0,5.8,2.69,94.6,5027.0,,,38.6,51.720000000000006,59.58
HU,2011,37.0,2.0,95.0,151.0,14.0,13.0,1.96,97.8,5233.0,,,15.95,52.779999999999994,61.779999999999994
HU,2012,59.0,4.0,75.0,152.0,29.0,0.4,3.54,100.33333333333333,5155.0,,,24.94,53.760000000000005,63.13333333333333
HU,2013,68.0,3.0,87.0,139.0,17.0,11.6,2.38,100.4,5024.0,,,27.06,53.239999999999995,61.56
HU,2014,71.0,8.0,32.0,134.0,2.0,8.8,1.7,93.0,4452.0,,,36.13,54.879999999999995,63.14
HU,2015,54.0,3.0,61.0,133.0,27.0,11.4,2.18,98.57142857142857,4566.0,,,24.24,54.379999999999995,63.07142857142857
HU,2016,72.0,4.0,63.0,141.0,3.0,11.0,1.98,94.16666666666667,4583.0,,,31.03,53.54,61.96666666666667
HU,2017,54.0,6.0,65.0,146.0,22.0,3.0,2.22,100.16666666666667,5108.0,,,26.45,53.6,62.68333333333334
HU,2018,59.0,7.0,76.0,169.0,2.0,4.0,2.81,93.28571428571429,4583.0,,,27.17,55.260000000000005,63.81428571428571
HU,2019,71.0,4.0,58.0,148.0,7.0,13.6,2.15,96.0,4581.0,,,30.28,55.56,64.74
HU,2020,53.0,2.0,63.0,142.0,12.0,20.4,1.18,94.4,4228.0,,,21.15,54.44,63.17999999999999
HU,2021,38.0,4.0,50.0,130.0,22.0,14.0,1.37,97.5,4457.0,,,18.3,53.3,61.9
HU,2022,41.0,2.0,41.0,148.0,31.0,17.5,1.73,99.0,4415.0,,,17.61,54.8,63.6
HU,2023,69.0,6.0,32.0,156.0,24.0,17.0,1.55,97.0,4177.0,,,28.09,55.5,63.95
IC,1995,63.0,2.0,152.0,0.0,0.0,10.833333333333334,1.24,66.66666666666667,9982.0,,,23.22,38.76666666666667,42.9
IC,1996,73.0,1.0,136.0,0.0,0.0,14.0,1.19,62.857142857142854,9159.0,,,21.46,40.88,45.15714285714286
IC,1997,71.0,1.0,134.0,0.0,0.0,13.8,1.18,65.14285714285714,9484.0,,,24.15,40.839999999999996,45.22857142857142
IC,1998,66.0,1.0,153.0,0.0,0.0,6.833333333333333,1.07,65.83333333333333,9131.0,,,17.11,39.78333333333333,44.050000000000004
IC,1999,77.0,1.0,160.0,0.0,0.0,14.6,1.72,69.83333333333333,9566.0,,,20.82,39.94,44.333333333333336
IC,2000,56.0,2.0,134.0,0.0,0.0,11.6,1.66,63.8,9281.0,,,19.52,40.160000000000004,44.42
IC,2001,91.0,0.0,128.0,0.0,0.0,11.333333333333334,1.0,64.0,9139.0,,,26.78,40.949999999999996,45.48571428571428
IC,2002,85.0,0.0,105.0,0.0,0.0,13.0,0.99,68.0,9047.0,,,28.94,41.239999999999995,45.800000000000004
IC,2003,110.0,0.0,101.0,0.0,0.0,14.0,0.7,68.66666666666667,8125.0,,,31.11,42.38,46.75
IC,2004,106.0,2.0,114.0,0.0,0.0,8.8,1.28,70.5,8382.0,,,34.66,41.68,46.46666666666667
IC,2005,76.0,0.0,120.0,0.0,0.0,14.2,0.9,65.25,8652.0,,,23.41,40.275,45.1
IC,2006,93.0,2.0,123.0,0.0,0.0,11.75,1.83,65.2,8937.0,,,33.92,41.3,46.339999999999996
IC,2007,109.0,1.0,116.0,0.0,0.0,14.6,2.19,68.5,8698.0,,,41.02,41.38,46.199999999999996
IC,2008,92.0,2.0,148.0,0.0,0.0,8.0,2.68,72.16666666666667,8664.0,,,35.5,41.225,45.916666666666664
IC,2009,87.0,0.0,115.0,0.0,0.0,15.0,0.97,67.75,8638.0,,,27.98,41.65,46.0
IC,2010,52.0,0.0,122.0,0.0,0.0,14.25,0.88,66.0,8515.0,,,18.07,42.1,46.575
IC,2011,111.0,3.0,114.0,0.0,0.0,11.75,1.22,66.5,8625.0,,,36.17,41.275,45.95
IC,2012,91.0,0.0,138.0,0.0,0.0,17.25,0.84,70.25,8689.0,,,26.46,41.45,45.925
IC,2013,88.0,2.0,122.0,0.0,0.0,10.5,2.17,66.5,8884.0,,,30.15,40.8,45.125
IC,2014,93.0,0.0,102.0,0.0,0.0,16.0,0.79,65.0,8841.0,,,26.72,42.475,46.5
IC,2015,106.0,1.0,142.0,0.0,0.0,15.0,1.18,66.25,9012.0,,,31.67,40.1,44.7
IC,2016,95.0,2.0,94.0,0.0,0.0,15.5,1.4,66.75,8875.0,,,31.74,42.5,46.725
IC,2017,,,98.0,0.0,0.0,18.0,,71.0,8039.0,,,,42.0,45.95
IC,2018,,,92.0,1.0,0.0,17.0,,72.0,8206.0,,,,41.4,45.2
IC,2019,,,109.0,0.0,0.0,11.0,,69.0,,,,,42.6,47.5
IC,2020,,,114.0,1.0,0.0,15.0,,71.0,,,,,41.2,45.8
IC,2021,,,54.0,0.0,0.0,15.333333333333334,,69.0,,,,,41.6,45.9
IC,2022,,,88.0,1.0,0.0,10.5,,68.0,8035.0,,,,40.85,44.75
IC,2023,,,118.0,0.0,0.0,5.0,,69.0,8169.0,,,,41.2,45.9
ID,1995,,,,329.0,190.0,,,95.0,,,,,,89.3
ID,1996,41.0,2.0,,348.0,163.0,,3.35,95.0,,,,16.31,,89.16666666666667
ID,1997,47.0,8.0,,328.0,53.0,,2.32,95.0,,,,28.22,,87.8
ID,1998,,,,326.0,44.0,,,93.0,,,,,,87.9
ID,2003,,,0.0,326.0,128.0,64.0,,96.75,,,,,79.9,89.45
ID,2004,34.0,4.0,,346.0,227.0,,5.55,100.4,,,,25.11,,90.96000000000001
ID,2005,,,0.0,340.0,170.0,69.0,,95.83333333333333,,,,,81.5,90.06666666666666
ID,2006,,,0.0,344.0,121.0,63.0,,95.66666666666667,,,,,80.0,89.11666666666667
ID,2007,,,0.0,347.0,128.0,64.0,,95.0,,,,,,88.52499999999999
ID,2008,,,,334.0,18.0,,,93.44444444444444,,,,,,87.98888888888888
ID,2009,,,,340.0,64.0,,,95.55555555555556,,,,,,88.73333333333333
ID,2010,,,0.0,352.0,172.0,64.0,,94.70833333333333,,,,,80.5,88.925
ID,2011,,,0.0,353.0,154.0,64.0,,95.66666666666667,0.0,,,,79.65,88.97575757575757
ID,2012,,,0.0,356.0,168.0,64.33333333333333,,95.9090909090909,,,,,81.225,89.06363636363636
ID,2013,,,0.0,,,67.25,,,,,,,,
ID,2014,,,0.0,,,67.0,,,,,,,,
ID,2015,,,0.0,346.0,218.0,65.66666666666667,,95.68181818181819,,,,,81.1,89.74090909090908
ID,2016,,,0.0,340.0,189.0,68.6,,96.13636363636364,,,,,82.7,90.14545454545454
ID,2017,,,0.0,336.0,48.0,67.0,,95.2,,,,,80.9,89.24000000000001
ID,2018,,,,329.0,113.0,,,95.84615384615384,,,,,,89.35384615384615
ID,2019,,,0.0,334.0,152.0,69.4,,96.69565217391305,0.0,,,,81.83333333333333,90.14782608695653
ID,2020,,,0.0,340.0,196.0,69.75,,96.0,,,,,,90.33333333333333
ID,2021,,,0.0,,,67.0,,,,,,,,
ID,2022,,,,351.0,203.0,,,94.66666666666667,0.0,,,,,88.92083333333333
ID,2023,,,0.0,347.0,172.0,69.5,,95.61538461538461,,,,,81.4,88.78461538461539
IN,1995,22.0,3.0,0.0,325.0,169.0,55.0,1.93,109.27272727272727,,,,11.99,,90.5
IN,1996,45.0,13.0,,335.0,216.0,,3.14,110.0,,,,38.14,,90.81666666666666
IN,1997,11.0,4.0,,331.0,200.0,,3.58,109.0,,,,11.88,,88.98333333333333
IN,1998,78.0,28.0,,343.0,241.0,,8.31,113.2,,,,100.24,,91.82000000000001
IN,1999,,,,336.0,250.0,,,105.0,,,,,,92.2
IN,2000,,,,348.0,161.0,,,106.88888888888889,,,,,,89.56666666666666
IN,2001,,,0.0,343.0,225.0,45.0,,107.68,,,,,82.1,90.45200000000001
IN,2002,,,0.0,333.0,241.0,45.0,,108.82352941176471,,,,,82.7,90.66470588235293
IN,2003,21.0,7.0,0.0,342.0,244.0,41.0,7.72,108.29166666666667,,,,25.87,78.4,90.09583333333335
IN,2004,30.0,12.0,0.0,347.0,220.0,55.333333333333336,3.27,107.7741935483871,,,,28.24,81.69999999999999,90.6
IN,2005,,,0.0,352.0,222.0,48.0,,108.5,242.0,,,,78.4,89.95208333333333
IN,2006,,,0.0,358.0,252.0,50.0,,106.375,0.0,,,,80.32000000000001,90.29583333333333
IN,2007,,,0.0,352.0,249.0,49.4,,106.70731707317073,,,,,80.64,90.10243902439024
IN,2008,,,0.0,353.0,202.0,50.25,,106.32075471698113,74.0,,,,79.66875,89.32830188679245
IN,2009,,,0.0,354.0,248.0,53.0,,106.625,0.0,,,,79.07142857142857,90.28695652173913
IN,2010,,,0.0,346.0,218.0,49.77777777777778,,106.12765957446808,0.0,,,,78.64444444444445,89.54042553191489
IN,2012,,,0.0,359.0,286.0,47.833333333333336,,108.46774193548387,139.0,,,,78.63888888888889,90.09193548387097
IN,2013,,,0.0,363.0,282.0,49.55555555555556,,107.82142857142857,142.0,,,,80.1,89.55357142857143
IN,2014,,,1.0,356.0,277.0,33.5,,108.88,,,,,79.1,90.75714285714287
IN,2015,,,0.0,361.0,310.0,38.0,,107.725,,,,,77.5,90.59
IN,2016,,,0.0,357.0,268.0,47.96969696969697,,104.22727272727273,,,,,79.08181818181818,88.98181818181818
IN,2017,,,0.0,357.0,266.0,47.32,,105.1,0.0,,,,79.66,89.44500000000001
IN,2018,,,0.0,362.0,260.0,43.64705882352941,,105.375,366.0,,,,78.31666666666666,88.90625
IN,2019,,,0.0,359.0,249.0,46.23809523809524,,105.85714285714286,136.0,,,,78.45,88.92857142857143
IN,2020,,,0.0,356.0,248.0,46.52173913043478,,107.16666666666667,122.0,,,,78.30000000000001,88.43333333333334
IN,2021,,,0.0,355.0,248.0,52.18181818181818,,105.0,,,,,,91.03333333333335
IN,2022,,,0.0,362.0,266.0,45.96153846153846,,106.71428571428571,1839.0,,,,72.83333333333333,88.51428571428572
IN,2023,,,0.0,360.0,282.0,46.56521739130435,,107.72,5.0,,,,77.55714285714285,89.164
IO,1995,135.0,28.0,0.0,365.0,71.0,70.0,4.92,93.0,0.0,,,104.11,82.0,86.9
IO,1996,115.0,26.0,0.0,366.0,147.0,61.0,4.62,97.0,0.0,,,85.12,82.1,87.9
IO,1997,119.0,26.0,0.0,365.0,132.0,71.0,4.95,97.0,0.0,,,90.22,82.6,88.0
IO,1998,113.0,33.0,0.0,365.0,117.0,69.0,4.87,99.0,0.0,,,104.33,82.6,87.5
IO,2001,114.0,27.0,0.0,365.0,22.0,72.0,3.15,95.0,0.0,,,81.94,81.6,85.6
IO,2002,158.0,38.0,,,,,5.33,,,,,122.42,,
IO,2003,168.0,43.0,0.0,362.0,33.0,71.0,6.41,94.0,0.0,,,144.48,81.5,85.4
IO,2004,121.0,28.0,0.0,366.0,6.0,72.0,6.24,99.0,0.0,,,100.31,81.0,85.1
IO,2005,158.0,35.0,0.0,364.0,44.0,73.0,5.39,94.0,0.0,,,135.51,81.5,85.8
IR,1995,,,92.0,152.0,54.0,18.166666666666668,,106.33333333333333,4555.0,,,,60.833333333333336,74.46666666666667
IR,1996,,,68.0,166.0,51.0,11.333333333333334,,103.5,4895.0,,,,60.583333333333336,73.78333333333333
IR,1997,,,103.0,169.0,47.0,13.0,,106.0,4902.0,,,,60.699999999999996,73.83333333333333
IR,1998,,,81.0,174.0,61.0,12.166666666666666,,108.5,4773.0,,,,62.28333333333333,75.96666666666667
IR,1999,,,89.0,170.0,52.0,17.333333333333332,,105.83333333333333,3865.0,,,,62.43333333333334,76.14999999999999
IR,2000,,,90.0,171.0,63.0,16.166666666666668,,104.0,4493.0,,,,61.96666666666667,75.55
IR,2001,,,77.0,174.0,50.0,11.5,,105.5,4118.0,,,,62.96666666666666,77.08333333333333
IR,2002,4.0,0.0,78.0,163.0,49.0,12.666666666666666,0.42,104.28571428571429,4489.0,,,1.28,62.01666666666667,74.8
IR,2003,22.0,0.0,98.0,176.0,51.0,14.333333333333334,0.93,106.5,4831.0,,,8.91,61.916666666666664,75.36666666666666
IR,2004,13.0,0.0,96.0,183.0,57.0,17.666666666666668,0.9,106.0,4137.0,,,4.54,62.13333333333333,75.78333333333333
IR,2005,8.0,0.0,58.0,198.0,72.0,14.0,0.61,109.28571428571429,3502.0,,,3.08,62.86,78.62857142857142
IR,2006,31.0,2.0,102.0,172.0,76.0,16.875,4.02,106.625,3148.0,,,14.85,64.6125,76.625
