code,date,DP10_mean,DP10_std,DP1X_mean,DP1X_std,DT32_mean,DT32_std,DX70_mean,DX70_std,DX90_mean,DX90_std,EMNT_mean,EMNT_std,EMXP_mean,EMXP_std,EMXT_mean,EMXT_std,HTDD_mean,HTDD_std,MNPN_mean,MNPN_std,MXPN_mean,MXPN_std,PRCP_mean,PRCP_std,TAVG_mean,TAVG_std,TMAX_mean,TMAX_std
RP,1997-01-01T00:00:00,92.5,55.86143571373726,14.5,16.263455967290593,0.0,0.0,365.0,0.0,191.0,77.08436936240706,65.0,4.242640687119285,3.8200000000000003,2.899137802864845,97.25,1.7078251276599334,0.0,0.0,,,,,60.08,50.105586514878766,81.675,0.2986078811194799,89.675,1.7858238061652885
RP,1998-01-01T00:00:00,91.6,37.333630951194664,18.2,13.553597308463905,0.0,0.0,355.25,19.5,236.25,67.59376203960441,68.5,2.1213203435596424,6.046,4.130439443933296,99.25,2.3629078131263035,0.0,0.0,,,,,69.314,42.10011437039096,83.15,0.3535533905932738,91.475,1.943150363027353
RP,1999-01-01T00:00:00,146.0,50.91168824543142,29.5,24.748737341529164,0.0,0.0,365.0,0.0,153.0,88.61527332614095,65.66666666666667,5.773502691896256,5.275,2.948635277547903,96.25,3.304037933599835,0.0,0.0,,,,,112.125,83.29010775596345,81.96666666666665,0.4725815626252637,88.975,1.9276496915501333
RP,2000-01-01T00:00:00,197.0,,50.0,,0.0,0.0,366.0,0.0,147.0,103.08734160894828,66.0,6.244997998398398,9.09,,96.0,2.0,0.0,0.0,,,,,185.12,,82.06666666666666,0.30550504633039216,88.73333333333333,1.7616280348965105
RP,2002-01-01T00:00:00,,,,,,,340.0,8.54400374531753,139.0,57.0,,,,,98.66666666666667,2.516611478423585,,,,,,,,,,,89.06666666666666,0.9291573243177542
RP,2003-01-01T00:00:00,74.5,30.405591591021544,18.5,0.7071067811865476,,,,,,,,,9.535,3.217335854398792,,,,,,,,,74.31,9.234814562296313,,,,
RP,2004-01-01T00:00:00,96.375,28.11678451438876,22.75,7.516648189186454,,,,,,,,,8.7075,4.683227672083797,,,,,,,,,95.20625,33.12224799889041,,,,
RP,2007-01-01T00:00:00,,,,,,,329.0,3.605551275463989,172.0,56.71860364994893,,,,,97.66666666666667,3.7859388972001837,,,,,,,,,,,89.76666666666667,1.9655363983740768
RP,2008-01-01T00:00:00,,,,,0.0,,340.0,4.358898943540674,160.2,68.66367307390422,54.0,,,,97.0,3.391164991562634,,,,,,,,,79.1,,89.18,1.673917560694076
RP,2009-01-01T00:00:00,,,,,0.0,0.0,342.0,2.0000000000000044,178.5,93.65717626891528,58.666666666666664,5.507570547286103,,,97.75,2.9860788111948193,,,,,,,,,81.1,2.9698484809835066,89.525,2.2020823478395775
RP,2011-01-01T00:00:00,,,,,0.0,,344.44444444444446,6.405292950191878,113.22222222222223,70.26339334564226,67.0,,,,96.44444444444444,3.9086797998528584,,,,,,,,,79.8,,87.73333333333333,2.486966023089178
RP,2012-01-01T00:00:00,,,,,0.0,,346.42857142857144,5.563486402641865,160.57142857142858,66.62546345769297,51.0,,,,97.42857142857143,2.760262237369417,,,,,,,,,,,89.39999999999999,1.4502873278538067
RP,2013-01-01T00:00:00,,,,,0.0,,344.2,8.074651695274543,146.4,77.61958515735574,49.0,,,,97.4,2.408318915758457,,,,,,,,,,,88.46000000000001,3.335116189880046
RP,2014-01-01T00:00:00,,,,,,,348.3333333333333,6.531972647421813,136.83333333333334,68.92145287692843,,,,,98.33333333333333,4.226897995772631,,,,,,,,,,,88.11666666666667,3.1128229417470332
RP,2015-01-01T00:00:00,,,,,,,339.42857142857144,19.068797749702195,98.42857142857143,69.8065353742211,,,,,93.57142857142857,5.061526214398936,,,,,,,,,,,85.81428571428572,5.754542718997041
RP,2016-01-01T00:00:00,,,,,,,347.5,4.203173404306157,129.25,4.193248541803044,,,,,96.5,1.7320508075688772,,,,,,,,,,,88.775,0.29860788111949005
RP,2017-01-01T00:00:00,,,,,,,345.125,16.91522982403727,118.75,76.48295795236255,,,,,95.0,5.5549205986353085,,,,,,,,,,,87.0,5.131694234293944
RP,2018-01-01T00:00:00,,,,,,,342.45454545454544,16.990371604903974,127.72727272727273,77.97960106218922,,,,,96.27272727272727,6.165888566798935,,,,,,,,,,,87.34545454545454,5.019434955523107
RP,2019-01-01T00:00:00,,,,,0.0,,341.42857142857144,19.721875695591965,103.71428571428571,81.77757289484342,48.0,,,,95.42857142857143,7.230886134196436,,,,,,,,,67.0,,85.97142857142856,5.823147569746762
RP,2020-01-01T00:00:00,,,,,0.0,,343.3333333333333,13.291601358251254,108.5,71.5283160713294,57.0,,,,94.33333333333333,7.118052168020872,,,,,,,,,,,86.76666666666667,5.547491925786524
RP,2023-01-01T00:00:00,,,,,,,326.6666666666667,20.984120980716195,72.33333333333333,125.28500841414879,,,,,90.66666666666667,8.020806277010644,,,,,,,,,,,82.43333333333334,7.913490590967638
RS,1995-01-01T00:00:00,64.8695652173913,23.597921956986116,1.1521739130434783,1.4820151310100587,214.30263157894737,43.01287241027338,42.18666666666667,35.83320720698525,0.92,3.5058252681516815,-34.44,15.182885101323796,1.146153846153846,0.4641952875216044,81.94666666666667,10.270521096984492,12351.666666666666,3619.983701620768,,,,,21.725494505494506,7.122432366004101,30.5,10.523859635210915,38.004000000000005,10.980971748462913
RS,2000-01-01T00:00:00,57.725,20.533378198756402,0.975,1.242445526401842,210.85185185185185,47.9609505512326,45.18518518518518,30.240746977840633,1.2839506172839505,2.903595047097798,-36.71604938271605,17.608403226798586,1.1067500000000001,0.5227623198337603,85.70370370370371,10.46475566418591,12780.038461538461,3658.945382236501,,,,,19.264000000000003,6.45970011452701,29.1641975308642,11.183372798958901,36.4875,11.451122049936053
RS,2005-01-01T00:00:00,57.45882352941177,18.653196420310326,0.8235294117647058,0.9901475429766746,205.3975903614458,41.78923299275584,50.2875,32.74109937994744,0.975,2.1814813222885205,-28.21951219512195,14.37506791416606,1.0672619047619047,0.4418890205504942,85.8,10.073652813783996,12618.391891891892,3407.5709414521734,,,,,18.99535714285714,5.5352401035043055,31.0746835443038,9.624960450860211,38.835,10.00857986360083
RS,2010-01-01T00:00:00,58.81481481481482,17.67350496584585,0.8395061728395061,0.9805201441512661,210.679012345679,44.560303847845844,45.3625,38.130104970525466,6.6,13.08550265548998,-40.8625,14.075514020337192,1.05025,0.37242270457918636,87.5375,12.406555790479423,13850.5,3589.9004671714138,,,,,19.808625,5.53348786561069,27.81875,10.473270302192375,35.5325,11.023723267732382
RS,2015-01-01T00:00:00,63.17391304347826,23.86298282602141,1.0326086956521738,1.2705548407841507,207.19736842105263,44.53792982371832,39.18421052631579,39.11307045863,1.618421052631579,3.9998903493742866,-33.60526315789474,16.833362862576156,1.1875,0.6755553271198442,81.94736842105263,11.08980881932249,12518.157894736842,3615.385556396926,,,,,20.811195652173915,7.474206318611206,31.443421052631578,9.903754648634575,38.69736842105263,10.429994869723386
RS,2016-01-01T00:00:00,50.0,,1.0,,198.0,,96.0,,4.0,,-30.0,,1.01,,96.0,,10802.0,,,,,,20.5,,34.8,,44.9,
RS,2017-01-01T00:00:00,50.0,,3.0,,193.0,,105.0,,10.0,,-27.0,,2.74,,98.0,,10868.0,,,,,,23.26,,37.0,,46.8,
RS,2018-01-01T00:00:00,46.0,,5.0,,182.0,,117.0,,3.0,,-29.0,,3.37,,94.0,,11258.0,,,,,,23.68,,36.8,,47.1,
RS,2019-01-01T00:00:00,45.0,,9.0,,,,,,,,,,1.85,,,,10143.0,,,,,,28.93,,,,,
RS,2020-01-01T00:00:00,59.25837320574163,21.310891022830805,1.9473684210526316,2.572432488304133,193.4,26.446486849233246,77.81818181818181,18.508474717373023,1.8181818181818181,1.8877596148970779,-33.88,14.269197594819413,1.4802870813397129,0.9232498588158351,90.72727272727273,2.9356739972588604,13907.0,,,,,,22.00090909090909,8.530788787835352,34.42,3.5372305551094647,46.23636363636364,2.1800333608790132
RS,2021-01-01T00:00:00,,,,,237.0,,,,,,-65.0,,,,,,,,,,,,,,,,,
RS,2022-01-01T00:00:00,56.6875,16.46296348373119,0.5625,0.8920949127381758,,,,,,,,,0.9540000000000001,0.3968230984060422,,,,,,,,,17.997333333333334,5.1719939049056265,,,,
SA,1995-01-01T00:00:00,9.25,6.701989754294367,2.0,1.632993161855452,0.16666666666666666,0.408248290463863,292.25,45.74459729649154,173.83333333333334,55.54495858529758,41.5,9.049861877399014,1.5375,0.571394493031449,112.33333333333333,7.202693099028163,695.4,697.1981784256182,,,,,5.385,3.2059787896990204,75.96666666666665,6.809894761790866,87.56666666666666,5.708579401907165
SA,1996-01-01T00:00:00,9.0,6.48074069840786,1.25,1.892969448600091,0.3333333333333333,0.5163977794943223,304.85,39.038813344778056,171.45,62.133536160349614,40.333333333333336,9.973297682645729,1.1225,0.9723296766015115,111.65,7.665884780877173,683.2,706.3474357566537,,,,,5.325,5.051458535248343,77.58333333333333,5.718187358478791,89.02000000000001,5.5577920644424035
SA,1997-01-01T00:00:00,11.5,7.32575365861197,0.75,0.5,3.7142857142857144,4.715728494951256,291.3076923076923,50.582250864943745,159.6153846153846,70.5059553767605,36.714285714285715,9.92831448793946,1.18,0.4259107887809371,106.61538461538461,6.6900231880323275,746.0,776.1620320525863,,,,,4.555,2.824281619574554,76.8,6.210475022089696,86.34615384615384,6.466144573161481
SA,1998-01-01T00:00:00,7.0,1.1547005383792515,1.0,0.816496580927726,2.0,2.756809750418044,324.2,39.80829059379465,209.0,43.07551508687969,35.5,10.597169433391164,1.0825,0.3304920573932148,115.4,3.2863353450309982,733.0,717.1934885370893,,,,,3.6975,0.9110936651446252,79.17999999999999,5.581845572926575,91.78,4.723028689305198
SA,1999-01-01T00:00:00,,,,,0.0,0.0,313.4,39.40727513205314,213.4,47.64964731127492,45.0,11.313708498984761,,,112.5,5.681353516353103,,,,,,,,,82.1,,93.01,5.868456166469831
SA,2000-01-01T00:00:00,,,,,3.0,6.164414002968976,309.375,44.8536509104889,194.375,62.4871986890115,35.6,6.985699678629192,,,113.3125,7.700378778562342,,,,,,,,,73.825,4.213767119019909,90.75625,6.287444499423699
SA,2001-01-01T00:00:00,,,,,0.5555555555555556,1.3333333333333335,316.7826086956522,33.42421077022837,193.47826086956522,67.79908122548389,36.333333333333336,5.0990195135927845,,,112.43478260869566,8.543078468755873,264.0,79.22752047110903,,,,,,,79.34285714285714,2.9692070450190053,91.32608695652173,6.052964517213058
SA,2002-01-01T00:00:00,,,,,0.0,0.0,314.0625,36.08410314806231,201.5625,47.291956680461716,41.5,2.886751345948128,,,113.625,5.536244214266562,131.0,,,,,,,,79.3,3.967366884975477,91.675,5.4876224359917485
SA,2003-01-01T00:00:00,,,,,,,310.35,41.277335440319206,197.15,52.58704563313149,,,,,113.15,7.442940844924984,,,,,,,,,,,91.345,5.824040467615335
SA,2004-01-01T00:00:00,,,,,,,309.3125,37.90640886886194,189.6875,55.94964253683843,,,,,111.0625,6.894140023720628,,,,,,,,,,,90.38125000000001,5.909564986810227
SA,2005-01-01T00:00:00,,,,,,,309.8333333333333,33.39822115728004,173.55555555555554,67.71499288516472,,,,,110.27777777777777,7.9838480737899475,,,,,,,,,,,88.86111111111111,5.850403594814827
SA,2006-01-01T00:00:00,,,,,0.0,0.0,324.7142857142857,36.75465632956948,213.42857142857142,54.68350495611739,40.5,3.5355339059327378,,,110.71428571428571,5.936168397046637,,,,,,,,,82.0,,92.15714285714286,6.008010525639123
SA,2007-01-01T00:00:00,,,,,0.0,0.0,323.8333333333333,29.670411748631558,204.33333333333334,70.95239547923964,36.5,2.0816659994661326,,,111.91666666666667,7.833010954036807,,,,,,,,,82.4,0.28284271247460796,92.83333333333333,5.509550935888654
SA,2008-01-01T00:00:00,,,,,0.0,0.0,317.0,34.19494286655644,188.22222222222223,72.53036326099051,35.4,1.3416407864998732,,,110.94444444444444,8.993279989376529,,,,,,,,,79.6,3.4358405085218937,91.00555555555555,6.664345184039176
SA,2009-01-01T00:00:00,,,,,0.0,0.0,325.375,35.56941570132033,192.5,69.41949774138867,40.666666666666664,3.1411250638372676,,,110.375,8.875997596514623,228.0,59.39696961966999,,,,,,,79.96000000000001,6.047561492039577,91.2875,6.44886294887194
SA,2010-01-01T00:00:00,,,,,0.0,0.0,332.88235294117646,26.279465255549766,191.7058823529412,67.9933495882891,39.875,6.379375249303694,,,112.52941176470588,9.481018188061505,106.0,52.1344415909483,,,,,,,81.11666666666666,3.869582234126406,91.89411764705882,5.982314621891273
SA,2011-01-01T00:00:00,,,,,0.0,0.0,312.85714285714283,43.5375295982269,186.42857142857142,65.27069584632706,40.0,1.4142135623730951,,,112.78571428571429,8.201112226902017,229.0,,,,,,,,81.5,,90.22142857142856,6.682028546370142
SA,2012-01-01T00:00:00,,,,,0.14285714285714285,0.37796447300922725,319.0,39.608079983760895,187.0625,71.36616261693399,42.42857142857143,5.68205194324324,,,111.4375,8.107352629969085,,,,,,,,,77.325,6.183513025241664,90.36875,6.701613611660998
SA,2013-01-01T00:00:00,,,,,0.0,0.0,324.22222222222223,35.86355314862771,191.77777777777777,93.63863756187638,38.333333333333336,2.3094010767585034,,,109.33333333333333,8.18535277187245,87.0,63.63961030678928,,,,,,,79.93333333333334,1.9553345834749891,90.97777777777777,7.939108542175532
SA,2014-01-01T00:00:00,,,,,0.0,0.0,336.0,24.43358344574123,173.0,115.8576713040617,41.5,0.7071067811865476,,,105.33333333333333,10.016652800877814,,,,,,,,,80.5,3.111269837220813,90.39999999999999,8.432674546073741
SA,2015-01-01T00:00:00,,,,,0.0,0.0,325.875,44.73233889321172,219.875,67.12342043898367,36.0,1.7320508075688772,,,110.375,7.36667205343479,127.0,,,,,,,,79.75,5.1618795026618045,92.7375,7.531825333685247
SA,2016-01-01T00:00:00,,,,,0.0,0.0,324.5,35.24596115553919,202.5,57.005360371732685,41.5,3.5355339059327378,,,112.1,6.740425308044985,,,,,,,,,80.85,3.32340187157678,92.13,5.652934341266196
SA,2017-01-01T00:00:00,,,,,0.0,0.0,300.3333333333333,49.93862900267354,196.66666666666666,75.70909236456785,35.5,2.1213203435596424,,,116.66666666666667,6.772493386240156,,,,,,,,,,,91.46666666666665,8.335866281717026
SA,2018-01-01T00:00:00,,,,,0.0,0.0,296.0,45.148643390471875,182.5,37.91965189713639,36.0,1.7320508075688772,,,113.83333333333333,4.622409184253019,,,,,,,,,,,89.5,6.118169660936182
SA,2019-01-01T00:00:00,,,,,0.0,0.0,289.6666666666667,54.2905762233803,177.16666666666666,33.74858021705012,54.0,21.213203435596427,,,114.33333333333333,6.314005596027507,129.0,,,,,,,,,,88.64999999999999,6.113509630318738
SA,2020-01-01T00:00:00,,,,,0.0,0.0,290.2,45.63112972522158,187.4,37.40053475553525,47.666666666666664,11.718930554164633,,,118.0,3.605551275463989,,,,,,,,,,,89.2,6.346258740391845
SA,2021-01-01T00:00:00,,,,,,,315.4,50.40138886975239,212.2,59.255379502624066,,,,,112.4,8.561541917201598,,,,,,,,,,,91.46000000000001,6.521349553581687
SA,2022-01-01T00:00:00,,,,,0.0,0.0,321.4,22.67818334876055,205.6,40.90598978144888,36.5,0.7071067811865476,,,113.2,6.610597552415363,162.5,88.38834764831844,,,,,,,79.4,,92.74,4.262393693689031
SA,2023-01-01T00:00:00,,,,,0.0,,316.0,1.4142135623730951,187.0,25.45584412271571,39.0,,,,114.0,4.242640687119285,,,,,,,,,,,93.55000000000001,4.030508652763318
SB,2010-01-01T00:00:00,79.0,,6.0,,,,,,,,,,3.85,,,,,,,,,,39.56,,,,,
SB,2015-01-01T00:00:00,96.0,,2.0,,,,,,,,,,1.33,,,,,,,,,,37.69,,,,,
SF,1995-01-01T00:00:00,39.57954545454545,16.333958414669826,4.556818181818182,4.6580987551295205,22.333333333333332,20.404247923737188,209.5,75.50938131561314,35.5,36.64696440361739,27.666666666666668,10.263202878893768,1.9549999999999998,0.9279739393883364,99.5,5.686240703077328,1962.0,303.550654751394,,,,,21.52694736842105,12.943270663782156,62.5,2.4879710609249486,73.9,5.360970061472083
SF,2000-01-01T00:00:00,33.8,22.487774456357393,3.0,2.1213203435596424,17.666666666666668,18.556220879622373,250.16666666666666,78.24427561596225,43.833333333333336,45.23015218487184,27.666666666666668,14.364307617610162,1.968,0.8334086632619077,99.16666666666667,6.4316923641190025,1458.3333333333333,313.3326241126725,,,,,15.244,10.174358947864972,64.89999999999999,3.8587562763149474,76.3,5.696314598053727
SF,2001-01-01T00:00:00,,,,,15.0,12.675435561221029,254.0,22.286019533929032,46.75,45.71196050634159,29.0,12.832251036613439,,,100.75,2.5000000000000013,,,,,,,,,64.3,2.8284271247461903,76.775,3.1647801398096065
SF,2002-01-01T00:00:00,,,,,,,243.33333333333334,17.559422921421234,41.0,42.0,,,,,99.33333333333333,2.081665999466131,,,,,,,,,,,76.26666666666667,2.888482877451985
SF,2004-01-01T00:00:00,,,,,,,336.0,,173.0,,,,,,109.0,,,,,,,,,,,,88.4,
SF,2005-01-01T00:00:00,,,,,19.5,21.920310216782973,292.75,43.39258769267704,108.25,47.62614828012024,26.5,4.949747468305833,,,105.0,2.8284271247461894,1597.5,573.46359954229,,,,,,,64.7,2.5455844122715745,82.725,4.072161588149468
SF,2006-01-01T00:00:00,,,,,21.0,,283.5,26.16295090390226,90.5,0.7071067811865476,28.0,,,,102.5,0.7071067811865476,1794.0,,,,,,,,63.7,,80.3,0.9899494936611706
SF,2007-01-01T00:00:00,,,,,11.8,16.099689437998485,270.42857142857144,44.15449068462965,76.14285714285714,58.72088944441201,33.2,9.311283477587823,,,103.28571428571429,5.345224838248489,1153.75,757.5858037212682,,,,,,,66.225,2.973634140239854,79.71428571428571,5.005140214961874
SF,2008-01-01T00:00:00,,,,,5.0,10.0,267.2857142857143,50.34121666426126,78.14285714285714,51.317406310882376,30.75,3.862210075418822,,,103.0,3.958114029012639,1480.25,469.59441720134055,,,,,,,64.775,1.4522970311429637,79.32857142857142,5.2503061135246485
SF,2009-01-01T00:00:00,,,,,8.5,14.45683229480096,292.0,28.13064758112287,92.0,72.79194094586754,35.75,10.874281585465774,,,101.75,6.238322424070967,1201.6666666666667,936.3879181906041,,,,,,,66.23333333333333,3.3080709383768303,80.65,5.000333322222963
SF,2010-01-01T00:00:00,,,,,18.75,17.727097901235837,280.0,24.26245384677046,76.75,39.936407783708674,26.0,7.874007874011811,,,104.0,3.8297084310253524,1489.0,192.7200041511,,,,,,,65.56666666666666,1.6010413278030435,80.1,3.281259920619924
SF,2011-01-01T00:00:00,,,,,46.0,18.384776310850235,262.6,45.396035069155545,74.8,64.04841918423904,23.5,2.1213203435596424,,,100.2,5.449770637375485,1936.5,283.5498192558056,,,,,,,63.5,1.131370849898472,79.06,5.729136060524311
SF,2012-01-01T00:00:00,,,,,49.0,8.48528137423857,260.6,56.23433115099708,81.8,69.27986720541546,19.5,2.1213203435596424,,,102.6,6.34822809924155,1939.5,378.3021279348029,,,,,,,63.75,1.9091883092036779,79.4,6.319810123729985
SF,2013-01-01T00:00:00,,,,,31.0,15.0996688705415,304.6666666666667,38.55299383100271,128.66666666666666,39.01709027251179,24.333333333333332,3.785938897200183,,,105.66666666666667,3.78593889720018,1820.0,270.1147904132612,,,,,,,64.35,1.9091883092036752,83.73333333333333,4.401514890731749
SF,2014-01-01T00:00:00,,,,,14.2,15.725421739619225,298.8181818181818,23.861341881035035,86.0909090909091,49.123221688839884,29.1,9.515484456634063,,,103.0,5.039841267341661,1221.0,502.27308309325116,,,,,,,66.14444444444445,2.170317437099413,81.41818181818182,3.30327661022149
SF,2015-01-01T00:00:00,,,,,5.666666666666667,6.689544080129827,267.55555555555554,58.49168981810816,74.33333333333333,48.80317612614982,32.111111111111114,8.161563031130196,,,104.55555555555556,8.33833183423266,1295.875,517.9888133099843,,,,,,,65.475,2.7804162072816156,79.15555555555555,5.048542143805257
SF,2016-01-01T00:00:00,,,,,8.8,7.330302403948513,284.7,58.10153947090292,95.3,44.1287258420685,28.0,5.033222956847166,,,105.0,5.228129047119372,1289.5555555555557,256.2465175915134,,,,,,,66.35,2.4377813227969747,81.14,5.004042810013165
SF,2017-01-01T00:00:00,,,,,11.333333333333334,13.388427838995884,287.9,66.03610123763112,76.3,51.073041377575656,30.333333333333332,6.708203932499369,,,101.2,7.29992389610254,1178.3333333333333,431.82664345776533,,,,,,,65.69999999999999,2.5700194551792794,80.45,5.409918873903955
SF,2018-01-01T00:00:00,,,,,10.5,14.849242404917497,295.5,38.890872965260115,49.0,62.22539674441618,36.0,16.97056274847714,,,98.5,6.363961030678928,979.5,1021.7692988145611,,,,,,,66.75,3.4648232278140867,78.65,2.3334523779156098
SF,2019-01-01T00:00:00,,,,,7.0,12.083045973594572,310.0,8.717797887081348,95.66666666666667,12.50333288900737,32.75,7.847504911329035,,,107.33333333333333,1.1547005383792495,1063.3333333333333,355.37632635465934,,,,,,,67.03333333333333,2.1126602503321137,82.60000000000001,0.7549834435270735
SF,2020-01-01T00:00:00,,,,,17.0,19.390719429665317,305.57142857142856,15.977662979475895,98.85714285714286,41.430377628935396,28.666666666666668,5.853773711604052,,,104.85714285714286,2.544836041121409,1273.5,296.25580163095543,,,,,,,66.26666666666667,1.4610498508492669,82.5,3.155418619877036
SF,2021-01-01T00:00:00,,,,,9.428571428571429,15.425705201136866,287.14285714285717,18.261330468402086,56.0,29.20045661743437,31.285714285714285,8.440266301373153,,,100.57142857142857,5.2235729425092075,1185.0,489.46875964321424,,,,,,,65.88571428571429,2.0464836276147538,79.57142857142857,1.5553287816560253
SF,2022-01-01T00:00:00,,,,,5.5,10.310189135025603,293.6666666666667,24.606232272874824,72.0,39.288675213094166,32.666666666666664,8.778762251403478,,,105.83333333333333,8.518607084885804,1107.0,613.507946158809,,,,,,,66.78333333333333,2.2675243475355837,80.43333333333334,1.6621271511730573
SF,2023-01-01T00:00:00,,,,,9.25,9.776672917374976,275.6,26.63268668384772,84.8,54.960895189216124,28.25,3.3040379335998344,,,105.0,5.0990195135927845,1527.5,325.61480310329875,,,,,,,64.55,1.5154757228892417,81.03999999999999,5.274751178965696
SG,1995-01-01T00:00:00,,,,,,,339.5,6.978538528947165,234.66666666666666,89.23601664499972,,,,,110.66666666666667,4.366539438350083,,,,,,,,,,,93.85000000000001,4.34545739824935
SG,1996-01-01T00:00:00,,,,,,,340.3333333333333,7.571877794400362,257.6666666666667,76.27144507175232,,,,,112.0,3.4641016151377544,,,,,,,,,,,94.7,4.214261501141095
SG,1997-01-01T00:00:00,,,,,,,341.0,,322.0,,,,,,113.0,,,,,,,,,,,,99.3,
SG,1999-01-01T00:00:00,,,,,,,330.5,0.7071067811865476,271.5,28.991378028648448,,,,,110.0,2.8284271247461903,,,,,,,,,,,95.15,1.9091883092036852
SG,2009-01-01T00:00:00,,,,,0.0,,347.0,4.898979485566354,302.75,13.913422775626893,52.0,,,,113.5,3.1091263510296048,,,,,,,,,87.1,,97.9,2.376271589416207
SG,2010-01-01T00:00:00,,,,,0.0,0.0,342.85714285714283,5.639993245521112,301.7142857142857,59.216310494418934,51.5,0.7071067811865476,,,112.28571428571429,4.6802523334497605,,,,,,,,,83.7,,98.10000000000001,3.9543225294184956
SG,2011-01-01T00:00:00,,,,,0.0,,344.1666666666667,3.6560452221856634,288.6666666666667,70.55683288432571,50.0,,,,111.16666666666667,7.082843120291926,,,,,,,,,82.2,,97.21666666666665,4.548589524969978
SG,2012-01-01T00:00:00,,,,,0.0,,344.25,5.560275772537426,309.0,14.719601443879744,46.0,,,,114.75,2.8722813232690143,,,,,,,,,81.1,,98.7,1.5383974345619122
SG,2013-01-01T00:00:00,,,,,,,343.0,8.445906306213292,265.25,94.78880032296361,,,,,110.75,6.8495741960115035,,,,,,,,,,,96.825,6.405401366555163
SH,1995-01-01T00:00:00,106.5,108.18733752154178,19.5,26.16295090390226,0.0,0.0,184.5,255.26554800834364,0.0,0.0,51.0,24.041630560342615,3.0700000000000003,0.8909545442950499,80.5,10.606601717798213,2057.5,2909.7444045826433,,,,,73.17,83.93357492684319,65.95,18.031222920256962,70.75,17.74838020778234
SH,1996-01-01T00:00:00,95.5,108.18733752154178,16.0,22.627416997969522,0.0,0.0,186.5,253.85133444597056,0.0,0.0,50.0,24.041630560342615,3.92,4.256782822743015,82.5,10.606601717798213,2165.0,3061.7723625377507,,,,,63.685,78.19893893142029,65.75,18.596908345206202,70.55,18.455486988968886
SH,1997-01-01T00:00:00,92.5,113.84419177103415,22.0,31.11269837220809,0.0,0.0,191.0,246.07315985291854,0.0,0.0,51.5,21.920310216782973,2.775,3.090056633785213,81.0,8.48528137423857,0.0,,,,,,72.20500000000001,95.32506517175848,65.94999999999999,17.1826947828331,70.75,17.04127342659579
SH,1998-01-01T00:00:00,85.5,106.77312395916867,18.0,25.45584412271571,0.0,0.0,191.0,246.07315985291854,0.0,0.0,51.0,24.041630560342615,2.045,2.4536605307173196,84.5,6.363961030678928,2028.5,2868.7322112738234,,,,,61.75,82.20823438074801,66.25,18.031222920256962,71.1,17.819090885900994
SH,1999-01-01T00:00:00,88.5,105.35891039679558,13.0,18.384776310850235,0.0,0.0,193.5,239.7091988222396,0.0,0.0,51.5,24.748737341529164,1.91,1.7536248173426376,84.0,5.656854249492381,1991.5,2816.4063094660187,,,,,53.144999999999996,67.59233721362207,66.3,17.960512242138304,71.1,17.819090885900994
SH,2000-01-01T00:00:00,10.0,,1.0,,0.0,,366.0,,0.0,,68.0,,2.95,,88.0,,0.0,,,,,,7.52,,78.9,,83.5,
SH,2001-01-01T00:00:00,16.0,,0.0,,,,,,,,,,0.55,,,,,,,,,,5.75,,,,,
SI,1995-01-01T00:00:00,93.38888888888889,16.691452158616958,16.5,6.697233845138647,116.47368421052632,41.625804524827885,90.21052631578948,35.43472707727457,1.0,3.018461712712472,8.368421052631579,6.343943098348827,2.7983333333333333,0.6843996940213157,86.0,6.765927710061479,5987.705882352941,1819.0265172856152,,,,,57.44222222222223,16.707794783751318,48.199999999999996,5.428525480173126,56.45789473684211,6.422124586967019
SI,1996-01-01T00:00:00,95.16666666666667,12.310922935727106,17.0,7.661976399920662,124.27777777777777,44.264984907812725,82.88888888888889,33.06657969628032,0.7222222222222222,1.274434386908933,0.2222222222222222,7.9746329847730335,2.8105555555555557,0.8891534124377375,86.61111111111111,8.074206490889146,6655.277777777777,1783.1338838439524,,,,,58.916111111111114,15.987139367735518,46.68888888888889,5.551140729498113,54.422222222222224,6.456511128133556
SI,1997-01-01T00:00:00,81.10526315789474,13.084744029433267,11.68421052631579,4.808009886047187,122.05263157894737,42.62429365229088,101.3157894736842,38.4997151960302,0.05263157894736842,0.22941573387056174,10.473684210526315,5.719056070644987,3.19,1.6229534120786637,83.15789473684211,6.256224970155164,6447.833333333333,1826.2675292068504,,,,,47.85631578947368,14.004487856289467,48.352631578947374,5.136510750505491,56.9421052631579,6.20737158451982
SI,1998-01-01T00:00:00,81.89473684210526,12.485078813626135,15.578947368421053,6.039828819076139,118.3157894736842,39.6359161361664,94.15789473684211,34.218680989409435,4.684210526315789,6.263231607999068,4.473684210526316,8.009497286573342,3.456842105263158,1.1991063924234902,89.78947368421052,7.299763674777584,5955.210526315789,1762.738166065869,,,,,54.502631578947366,16.335176713020708,48.805263157894736,5.329005919828503,57.61052631578947,6.5028109081844265
SI,1999-01-01T00:00:00,90.6842105263158,17.944521391032318,14.68421052631579,5.754733622360594,110.3157894736842,33.964119354235756,104.05263157894737,42.22883912447949,1.0526315789473684,1.6823820483841199,3.9473684210526314,8.73990645901206,2.905263157894737,0.9433767270411154,86.57894736842105,6.784916191029796,6409.736842105263,1743.3967752033598,,,,,55.45157894736842,16.327381658210403,48.88947368421052,5.400194928255639,56.96666666666667,6.511889578482805
