station,date,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX,code,latitude,longitude,elevation,location,geometry
AU000011801,2016,81.0,7.0,81.0,131.0,7.0,11.0,1.76,96.0,4864.0,,,36.85,52.5,61.9,AU,47.2667,11.4,577.0,INNSBRUCK                              11120,POINT (1269042.1950433187 5954315.322347897)
AU000011801,2017,108.0,8.0,86.0,124.0,13.0,6.0,2.19,96.0,5085.0,,,41.71,51.9,61.4,AU,47.2667,11.4,577.0,INNSBRUCK                              11120,POINT (1269042.1950433187 5954315.322347897)
AU000011801,2018,75.0,3.0,80.0,157.0,17.0,7.0,1.57,97.0,5206.0,,,30.65,53.8,63.4,AU,47.2667,11.4,577.0,INNSBRUCK                              11120,POINT (1269042.1950433187 5954315.322347897)
AU000011801,2019,100.0,7.0,70.0,135.0,18.0,16.0,1.39,101.0,4889.0,,,40.26,53.2,62.9,AU,47.2667,11.4,577.0,INNSBRUCK                              11120,POINT (1269042.1950433187 5954315.322347897)
AU000011801,2020,73.0,4.0,86.0,129.0,8.0,18.0,2.72,97.0,4581.0,,,34.95,52.9,62.9,AU,47.2667,11.4,577.0,INNSBRUCK                              11120,POINT (1269042.1950433187 5954315.322347897)
AU000011801,2021,74.0,5.0,94.0,126.0,11.0,12.0,1.46,94.0,5323.0,,,32.78,51.5,61.2,AU,47.2667,11.4,577.0,INNSBRUCK                              11120,POINT (1269042.1950433187 5954315.322347897)
AU000015410,1995,,,303.0,0.0,0.0,-16.0,,55.0,15156.0,,,,22.3,26.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,1996,156.0,16.0,329.0,0.0,0.0,-23.0,2.26,49.0,15474.0,,,72.98,21.3,25.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,1997,200.0,41.0,325.0,0.0,0.0,-6.0,2.76,54.0,15584.0,,,136.23,22.7,27.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,1998,201.0,26.0,313.0,0.0,0.0,-18.0,2.98,55.0,16019.0,,,103.55,20.3,24.9,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,1999,,,305.0,0.0,0.0,-22.0,,56.0,15769.0,,,,23.3,27.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2000,200.0,31.0,313.0,0.0,0.0,-16.0,2.62,53.0,14985.0,,,117.03,23.4,27.9,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2001,201.0,29.0,319.0,0.0,0.0,-19.0,2.46,52.0,15168.0,,,112.29,22.2,26.7,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2002,159.0,9.0,304.0,0.0,0.0,-13.0,3.48,58.0,14947.0,,,78.32,24.8,28.8,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2003,,,273.0,0.0,0.0,-15.0,,56.0,15084.0,,,,24.0,28.5,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2004,,,306.0,0.0,0.0,-11.0,,50.0,15375.0,,,,22.9,27.0,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2005,,,305.0,0.0,0.0,-23.0,,55.0,15259.0,,,,22.2,26.2,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2006,,,288.0,0.0,0.0,-15.0,,55.0,15595.0,,,,24.2,28.3,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2007,,,301.0,0.0,0.0,-9.0,,58.0,13956.0,,,,24.2,28.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2008,,,294.0,0.0,0.0,-10.0,,51.0,15347.0,,,,23.8,27.9,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2009,168.0,10.0,287.0,0.0,0.0,-19.0,2.24,54.0,15329.0,,,75.52,23.6,27.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2010,167.0,8.0,300.0,0.0,0.0,-16.0,1.64,55.0,15189.0,,,70.22,22.3,26.3,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2011,132.0,11.0,282.0,0.0,0.0,-10.0,1.34,55.0,14996.0,,,56.85,25.7,29.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2012,168.0,13.0,282.0,0.0,0.0,-21.0,1.7,60.0,14668.0,,,78.62,24.5,28.9,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2013,153.0,15.0,306.0,0.0,0.0,-10.0,2.01,57.0,14864.0,,,75.83,24.1,28.2,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2014,174.0,7.0,313.0,0.0,0.0,-14.0,1.8,53.0,14428.0,,,74.21,25.1,28.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2015,132.0,7.0,291.0,0.0,0.0,-11.0,1.63,57.0,14942.0,,,64.03,25.5,29.6,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2016,154.0,7.0,297.0,0.0,0.0,-10.0,1.57,56.0,14184.0,,,67.3,24.8,28.9,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2017,161.0,7.0,293.0,0.0,0.0,-20.0,2.22,58.0,14523.0,,,82.51,24.2,28.5,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2018,147.0,11.0,277.0,0.0,0.0,-25.0,1.54,54.0,14927.0,,,67.06,25.3,29.5,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2019,155.0,18.0,273.0,0.0,0.0,-10.0,1.85,58.0,14646.0,,,83.8,25.2,29.3,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2020,147.0,10.0,300.0,0.0,0.0,-10.0,1.63,56.0,14206.0,,,66.88,26.1,30.4,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000015410,2021,148.0,7.0,300.0,0.0,0.0,-15.0,1.4,57.0,14811.0,,,71.41,23.5,27.7,AU,47.05,12.95,3106.0,SONNBLICK                      GSN     11146,POINT (1441587.4057728925 5918949.223311545)
AU000016402,1995,69.0,7.0,94.0,118.0,0.0,8.0,2.19,88.0,5153.0,,,33.04,51.0,59.6,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,1996,78.0,3.0,108.0,112.0,3.0,2.0,1.44,90.0,6049.0,,,35.34,49.1,56.9,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,1997,65.0,2.0,99.0,123.0,0.0,9.0,1.47,86.0,5660.0,,,29.94,50.7,59.6,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,1998,74.0,6.0,95.0,108.0,3.0,11.0,1.63,92.0,5107.0,,,33.85,51.8,60.6,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,1999,67.0,8.0,95.0,126.0,1.0,9.0,2.64,91.0,5406.0,,,35.26,51.8,60.1,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2000,68.0,5.0,75.0,145.0,8.0,8.0,1.57,96.0,4989.0,,,29.74,53.7,62.9,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2001,53.0,3.0,86.0,129.0,6.0,9.0,1.42,92.0,4705.0,,,22.01,52.0,60.8,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2002,74.0,6.0,70.0,131.0,4.0,9.0,2.79,95.0,5087.0,,,34.33,52.9,61.4,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2003,46.0,7.0,103.0,140.0,13.0,1.0,1.69,98.0,5394.0,,,26.02,52.0,61.2,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2004,81.0,6.0,93.0,109.0,2.0,11.0,1.2,92.0,5661.0,,,35.41,50.6,58.5,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2005,70.0,7.0,116.0,117.0,3.0,4.0,2.76,90.0,5557.0,,,35.04,50.3,58.6,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2006,63.0,7.0,93.0,119.0,4.0,4.0,1.47,92.0,5849.0,,,29.69,51.4,60.0,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2007,69.0,8.0,64.0,129.0,9.0,17.0,1.43,97.0,4299.0,,,32.54,52.8,61.8,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2008,71.0,9.0,67.0,116.0,2.0,14.0,2.66,93.0,5347.0,,,37.43,52.7,61.1,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2009,85.0,13.0,78.0,142.0,2.0,6.0,2.36,94.0,5188.0,,,47.41,52.1,60.4,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2010,83.0,6.0,103.0,109.0,7.0,8.0,1.7,94.0,5324.0,,,36.0,50.8,58.5,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2011,52.0,7.0,107.0,150.0,5.0,15.0,2.15,93.0,5365.0,,,27.68,52.3,61.3,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2012,66.0,10.0,94.0,141.0,7.0,7.0,2.13,93.0,5187.0,,,40.71,52.6,61.6,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2013,80.0,5.0,79.0,123.0,15.0,16.0,3.37,101.0,5361.0,,,39.15,52.0,59.7,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2014,89.0,9.0,41.0,121.0,2.0,15.0,2.19,93.0,4660.0,,,40.11,53.7,61.5,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2015,58.0,7.0,77.0,121.0,16.0,20.0,1.71,95.0,4592.0,,,29.29,53.7,62.3,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2016,81.0,6.0,76.0,132.0,0.0,17.0,1.35,89.0,4723.0,,,32.23,53.0,61.5,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2017,59.0,3.0,84.0,134.0,13.0,6.0,1.27,94.0,5125.0,,,28.94,52.7,61.8,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2018,79.0,5.0,81.0,160.0,4.0,4.0,2.0,92.0,4969.0,,,33.77,53.9,62.1,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2019,61.0,3.0,65.0,144.0,8.0,19.0,1.23,99.0,4608.0,,,25.28,54.6,63.3,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2020,69.0,11.0,79.0,130.0,2.0,21.0,1.85,91.0,4513.0,,,36.38,53.1,61.9,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AU000016402,2021,64.0,4.0,90.0,123.0,8.0,14.0,4.46,94.0,5222.0,,,30.52,52.2,61.3,AU,47.0831,15.45,366.0,GRAZ                                   11240,POINT (1719886.1327560765 5924341.865482806)
AUM00011155,2012,139.0,13.0,,,,,1.93,,,,,70.89,,,AU,47.817,13.717,1620.1,FEUERKOGEL                             11155,POINT (1526969.4552113337 6044785.981248175)
AUM00011155,2018,,,,12.0,0.0,,,76.0,,,,,,48.1,AU,47.817,13.717,1620.1,FEUERKOGEL                             11155,POINT (1526969.4552113337 6044785.981248175)
AUM00011212,2003,,,,0.0,0.0,,,70.0,,,,,,39.5,AU,46.6,13.667,2160.0,VILLACHERALPE                          11212,POINT (1521403.4806716698 5845966.881337476)
AUM00011212,2004,,,,0.0,0.0,,,65.0,,,,,,38.2,AU,46.6,13.667,2160.0,VILLACHERALPE                          11212,POINT (1521403.4806716698 5845966.881337476)
AUM00011212,2006,,,,0.0,0.0,,,69.0,,,,,,39.2,AU,46.6,13.667,2160.0,VILLACHERALPE                          11212,POINT (1521403.4806716698 5845966.881337476)
AUM00011389,2008,,,,109.0,1.0,,,92.0,,,,,,59.1,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2011,,,,127.0,6.0,,,99.0,,,,,,59.9,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2012,63.0,2.0,,127.0,11.0,,1.18,94.0,,,,25.15,,59.4,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2013,70.0,8.0,,112.0,16.0,,2.64,99.0,,,,35.5,,58.2,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2014,62.0,7.0,,,,,2.6,,,,,33.27,,,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2015,60.0,5.0,,116.0,32.0,,2.01,99.0,,,,26.21,,61.6,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2016,72.0,10.0,,122.0,3.0,,1.93,94.0,,,,37.08,,59.8,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2018,,,,158.0,14.0,,,97.0,,,,,,62.0,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2022,,,,126.0,11.0,,,95.0,,,,,,61.4,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
AUM00011389,2023,,,,136.0,15.0,,,96.0,,,,,,62.1,AU,48.183,15.617,273.0,ST POELTEN LANDHAUS                    11389,POINT (1738476.4877185533 6105492.517641909)
BC004612080,1995,15.0,1.0,,,,,1.89,,,,,6.61,,,BC,-26.467,20.617,879.0,TWEE RIVIEREN                          68322,POINT (2295073.9416849213 -3037998.771189957)
BC004612080,1996,19.0,1.0,,,,,2.05,,,,,7.67,,,BC,-26.467,20.617,879.0,TWEE RIVIEREN                          68322,POINT (2295073.9416849213 -3037998.771189957)
BC004612080,2014,,,32.0,328.0,190.0,17.0,,109.0,878.0,,,,71.2,90.3,BC,-26.467,20.617,879.0,TWEE RIVIEREN                          68322,POINT (2295073.9416849213 -3037998.771189957)
BC004612080,2016,,,33.0,,,19.0,,,,,,,,,BC,-26.467,20.617,879.0,TWEE RIVIEREN                          68322,POINT (2295073.9416849213 -3037998.771189957)
BC004612080,2017,,,27.0,,,21.0,,,,,,,,,BC,-26.467,20.617,879.0,TWEE RIVIEREN                          68322,POINT (2295073.9416849213 -3037998.771189957)
BE000006447,1995,97.0,1.0,51.0,77.0,4.0,19.0,1.13,93.0,4738.0,,,30.05,51.7,58.6,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,1996,75.0,3.0,84.0,57.0,1.0,13.0,2.23,91.0,,,,29.31,48.5,55.0,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,1997,85.0,0.0,36.0,73.0,0.0,7.0,0.9,89.0,5340.0,,,27.59,51.4,58.4,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,1998,114.0,1.0,38.0,61.0,1.0,15.0,1.01,92.0,4632.0,,,37.32,51.0,57.4,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,1999,101.0,3.0,38.0,78.0,0.0,19.0,1.3,87.0,,,,34.88,51.9,58.4,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2007,91.0,1.0,,,,,1.22,,,,,28.18,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2008,91.0,1.0,,,,,1.26,,,,,27.83,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2009,83.0,4.0,,,,,1.97,,,,,35.04,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2010,87.0,5.0,,,,,2.25,,,,,34.71,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2011,72.0,4.0,,,,,2.36,,,,,29.12,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2012,97.0,1.0,,,,,1.5,,,,,35.81,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2013,89.0,0.0,,,,,0.94,,,,,30.64,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2014,89.0,4.0,,,,,1.69,,,,,29.57,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2021,100.0,6.0,,,,,2.32,,,,,40.9,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BE000006447,2022,77.0,1.0,,,,,1.12,,,,,27.7,,,BE,50.8,4.35,104.0,UCCLE                          GSN     06447,POINT (484239.78495074 6552859.223729929)
BKM00014542,2002,,,,159.0,13.0,,,99.0,,,,,,65.7,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2004,,,,146.0,14.0,,,97.0,,,,,,63.4,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2005,,,,138.0,10.0,,,96.0,,,,,,61.9,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2006,,,,149.0,24.0,,,97.0,,,,,,64.4,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2007,95.0,8.0,,,,,1.56,,,,,41.27,,,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2008,78.0,4.0,,156.0,35.0,,1.76,101.0,,,,35.7,,66.4,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2010,99.0,9.0,,,,,1.97,,,,,48.48,,,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2011,53.0,3.0,,,,,2.02,,,,,21.8,,,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2013,,,,153.0,27.0,,,107.0,,,,,,65.3,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014542,2017,75.0,12.0,,,,,2.65,,,,,43.51,,,BK,44.783,17.217,156.0,BANJA LUKA                             14542,POINT (1916587.672987791 5557313.104914807)
BKM00014557,2007,83.0,3.0,,137.0,30.0,,1.68,105.0,,,,33.09,,65.0,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014557,2009,80.0,3.0,,,,,2.85,,,,,35.57,,,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014557,2010,94.0,12.0,,,,,2.8,,,,,47.87,,,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014557,2011,52.0,2.0,,,,,1.61,,,,,21.72,,,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014557,2013,87.0,3.0,,,,,1.04,,,,,32.26,,,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014557,2014,97.0,7.0,,,,,3.73,,,,,46.96,,,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014557,2022,66.0,3.0,,,,,2.02,,,,,25.91,,,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014557,2023,77.0,6.0,,,,,2.17,,,,,36.03,,,BK,44.55,18.7,307.0,TUZLA                                  14557,POINT (2081674.4778342159 5520967.507868508)
BKM00014648,2004,,,,170.0,39.0,,,101.0,,,,,,68.7,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2005,,,,173.0,33.0,,,104.0,,,,,,67.5,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2006,,,,173.0,52.0,,,106.0,,,,,,69.8,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2007,86.0,14.0,,182.0,62.0,,1.81,110.0,,,,47.36,,71.5,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2008,86.0,14.0,,180.0,73.0,,4.06,106.0,,,,56.5,,71.7,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2009,96.0,26.0,,178.0,63.0,,3.39,102.0,,,,72.11,,70.0,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2010,118.0,34.0,,171.0,61.0,,5.0,103.0,,,,96.61,,69.0,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2011,61.0,8.0,,175.0,60.0,,2.13,105.0,,,,34.08,,71.2,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2012,74.0,14.0,,180.0,78.0,,2.42,107.0,,,,51.12,,71.1,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2013,97.0,30.0,,176.0,52.0,,4.89,106.0,,,,85.86,,70.2,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2014,103.0,20.0,,172.0,19.0,,2.74,96.0,,,,64.39,,69.9,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2022,57.0,11.0,,184.0,77.0,,2.82,107.0,,,,36.68,,72.9,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014648,2023,82.0,23.0,,179.0,63.0,,2.17,107.0,,,,59.15,,72.0,BK,43.35,17.8,108.0,MOSTAR                                 14648,POINT (1981486.9361202696 5336057.230480334)
BKM00014652,2000,,,158.0,5.0,0.0,-9.0,,74.0,,,,,36.2,40.5,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2001,,,188.0,2.0,0.0,-9.0,,72.0,10291.0,,,,34.7,38.7,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2002,,,179.0,0.0,0.0,-8.0,,67.0,10779.0,,,,36.0,39.7,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2003,,,189.0,1.0,0.0,-4.0,,70.0,11101.0,,,,34.8,38.7,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2004,,,184.0,1.0,0.0,-9.0,,71.0,11185.0,,,,34.6,38.4,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2005,,,196.0,1.0,0.0,-12.0,,71.0,11206.0,,,,33.2,36.8,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2006,,,,,,,,,11377.0,,,,,,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2007,106.0,7.0,,,,,1.8,,,,,46.19,,,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2008,102.0,8.0,,,,,1.87,,,,,45.32,,,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2009,122.0,19.0,,,,,5.31,,,,,71.55,,,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2010,139.0,19.0,,,,,3.64,,,,,77.16,,,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2011,84.0,7.0,,,,,1.31,,,,,37.02,,,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
BKM00014652,2012,94.0,6.0,,,,,3.37,,,,,48.72,,,BK,44.0667,18.2667,2067.0,BJELASNICA                     GSN     14652,POINT (2033439.7424734903 5446041.823583166)
